BaseSeed,OriginalSeedSubset,NoiseSeed,TargetSNR_dB,AchievedSNR_dB,Method,CMean_mps,CStd_mps,CMin_mps,CMax_mps,RhoMean_kgm3,RhoStd_kgm3,Corr_C_Rho,Raw_NRMSE,SI_NRMSE,Correlation,SSIM,CNR,SBR_dB,ScaleFactor,Signal_RMS,Background_RMS,Runtime_s,RuntimeDefinition,ReconstructionPhysicsModel,FiniteApertureTreatment
45,0,300045,5,5,DS-DMAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.999107866226032,0.930567926177377,0.354568052505717,0.886168830065689,0.408987180512259,22.6650005966499,149.815640943901,0.00216069459875468,0.000158980316212878,2.0979233,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,5,5,TR,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.782091688329368,0.70152132266226,0.722050692555698,0.566861689249593,2.28254834832787,16.8825647700707,1.94229894383282,0.269167392903164,0.0385384469840448,32.6786567,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
45,0,300045,10,10,DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.984054399557405,0.704079258098213,0.718281127474244,0.555283312972488,1.91395939280112,17.6098824485558,31.3706117510587,0.0171666274319881,0.00226042894220895,0.0755989,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,10,10,CF-DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.99844993969003,0.705576427131909,0.707641229696883,0.875942479878357,1.05528409542591,26.0456203662208,323.71331982106,0.00200892586388797,0.000100157365338975,0.0757745,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,10,10,SCF-DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.999775016031857,0.955941712325238,0.292434156331987,0.904830074332376,0.303489116522013,31.1428376546994,382.571697384299,0.000727553228710839,2.01707891493995e-05,0.0981226,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,10,10,DMAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.997516013597069,0.857913086026749,0.50825359669824,0.501916946810199,0.691339108393599,20.6395524092196,105.904576297499,0.00409146222975549,0.000380102674909629,0.1207002,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,10,10,DS-DMAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.9990493402004,0.93233112631671,0.349110296146708,0.885744970187783,0.405129319826784,22.2021842651294,137.108757907324,0.00231163176478172,0.000179394630665897,3.119863,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,10,10,TR,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.780976639214624,0.698659859297908,0.724936284565545,0.622552083125884,2.29445451990229,16.9575891518085,1.95235466503061,0.269770999812658,0.0382926836518243,55.0233977,direct_TR_wall_time,heterogeneous_recorded_c_rho,equivalent_element_centres
45,0,300045,15,15,DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.984046950709874,0.700570950315706,0.721479370205919,0.656861534166188,1.91887468970226,17.7144501291268,31.6673103794791,0.0171605950307865,0.00223259442613826,0.1260779,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
45,0,300045,15,15,CF-DAS,1499.99999977152,20.0000002477451,1452.89331054688,1550.10009765625,1000.00000002318,14.9999999098337,0.113114885860181,0.998443781620414,0.704605804685259,0.708595885644563,0.87659888053496,1.0572014360021,26.0763659310482,323.311598901322,0.00201476146665654,0.000100093376462527,0.1263364,shared_delay_plus_weighting,scalar_straight_ray_c1500,physical_element_centres
